"tech","announced","status","dim_length","dim_breadth","dim_thickness","weight","sim","display_tech","display_size","display_res","aspect_ratio","ip_certification","os","chipset","cpu","gpu","card_slot","ram","bt_v","gps","radio","nfc","wlan","battery_mah","audio_jack","price","camera","video","selfie","oem","device"
"GSM / UMTS","2005, August","Discontinued","127.7","81","25","285","Mini-SIM","TFT resistive touchscreen, 65K colors","3.6","640 x 480","4:3","NA","Microsoft Windows Mobile 5.0 PocketPC","NA","Intel Bulverde 520 MHz","NA","NA","0.0625","NA","No","No","NA","Wi-Fi","1620","Yes","260","1.3 MP","Yes","VGA videocall camera","i-mate","JASJAR"
"GSM","2005, September","Discontinued","108","58","23.7","160","Mini-SIM","TFT resistive touchscreen, 65K colors","2.8","240 x 320","4:3","NA","Microsoft Windows Mobile 5.0 PocketPC","TI OMAP 850","200 MHz ARM926EJ-S","NA","NA","0.0625","2","No","No","NA","Wi-Fi","1250","No","280","1.3 MP, LED flash","Yes","No","i-mate","K-JAM"
"GSM","2005, August","Discontinued","107.5","46.2","17.5","106","Mini-SIM","TFT, 65K colors","2.2","240 x 320","4:3","NA","Microsoft Windows Mobile 5.0 Smartphone","TI OMAP 850","200 MHz ARM926EJ-S","NA","NA","0.0625","1.1","No","No","NA","Wi-Fi","1050","No","150","1.3 MP","Yes","No","i-mate","SP5"
"GSM","2005, August","Discontinued","107.5","46.2","17.5","106","Mini-SIM","TFT, 65K colors","2.2","240 x 320","4:3","NA","Microsoft Windows Mobile 5.0 Smartphone","TI OMAP 730","200 MHz ARM926EJ-S","NA","NA","0.0625","1.1","No","No","NA","Wi-Fi","1050","No","150","1.3 MP","Yes","No","i-mate","SP5m"
"GSM","2005, September","Discontinued","109","48","19","100","Mini-SIM","TFT, 65K colors","2.2","240 x 320","4:3","NA","Microsoft Windows Mobile 5.0 Smartphone","TI OMAP 850","200 MHz ARM926EJ-S","NA","NA","0.0625","1.2","No","No","NA","No","1150","No","130","1.3 MP","Yes","No","i-mate","SP4m"
"GSM","2005, Q3","Discontinued","108","58","18","160","Mini-SIM","TFT resistive touchscreen, 65K colors","2.8","240 x 320","4:3","NA","Microsoft Windows Mobile 2003 SE PocketPC","NA","Intel Bulverde 416 MHz","NA","NA","0.125","1.2","No","No","NA","No","1200","No","270","1.3 MP","Yes","No","i-mate","JAM Black"
"GSM","2004, Q4","Discontinued","108","58","18","150","Mini-SIM","TFT resistive touchscreen, 65K colors","2.8","240 x 320","4:3","NA","Microsoft Windows Mobile 2003 SE PocketPC","NA","Intel PXA272 416 MHz","NA","NA","0.0625","NA","No","No","NA","No","1200","No","260","1.3 MP","Yes","No","i-mate","JAM"
"GSM","2004, Q4","Discontinued","130","69","19","190","Mini-SIM","TFT resistive touchscreen, 65K colors","3.5","240 x 320","4:3","NA","Microsoft Windows Mobile 2003 SE PocketPC","NA","Intel XScale PXA272 520 MHz","NA","NA","0.125","1.2","No","No","NA","Wi-Fi","1300","No","NA","1.3 MP","Yes","No","i-mate","PDA2"
"GSM","2004, Q3","Discontinued","125","71.6","18.7","210","Mini-SIM","TFT resistive touchscreen, 65K colors","3.5","240 x 320","4:3","NA","Microsoft Windows Mobile 2003 SE PocketPC","NA","Intel PXA263 400 MHz","NA","NA","0.125","1.1","No","No","NA","Wi-Fi","1050","No","NA","VGA","Yes","No","i-mate","PDA2k"
"GSM","2004, Q3","Discontinued","107.5","44.5","18","102","Mini-SIM","TFT, 65K colors","2.2","176 x 220","NA","NA","Microsoft Windows Mobile 2003 SE Smartphone","TI OMAP 730","200 MHz ARM926EJ-S","NA","NA","0.03125","1.1","No","No","NA","No","1050","No","NA","VGA","Yes","No","i-mate","SP3i"
"GSM","2004, Q2","Discontinued","107.5","46.2","17","106.3","Mini-SIM","TFT, 65K colors","2.2","176 x 220","NA","NA","Microsoft Windows Mobile 2003 SE Smartphone","TI OMAP 730","200 MHz ARM926EJ-S","NA","NA","0.03125","1.1","No","No","NA","No","1050","No","NA","VGA","Yes","No","i-mate","SP3"
"GSM","2004, Q2","Discontinued","130","70","18","190","Mini-SIM","TFT resistive touchscreen, 65K colors","3.5","240 x 320","4:3","NA","Microsoft Windows Mobile 2003 PocketPC","NA","Intel PXA263 400 MHz","NA","NA","0.0625","NA","No","No","NA","No","1200","No","NA","VGA","Yes","No","i-mate","Pocket PC"
"GSM","2004, Q1","Discontinued","120.4","50.1","24.4","130","Mini-SIM","TFT, 65K colors","2.2","176 x 220","NA","NA","Microsoft Smartphone 2003 OS","TI OMAP 710","133 MHz  ARM925","NA","NA","0.03125","NA","No","No","NA","No","1000","No","NA","VGA","No","No","i-mate","Smartphone2"
"GSM","2004, Q1","Discontinued","120","50","23.5","130","Mini-SIM","TFT, 65K colors","2.2","176 x 220","NA","NA","Microsoft Windows Mobile Smartphone","NA","120 MHz","NA","NA","0.015625","NA","No","No","NA","No","NA","No","NA","NA","NA","NA","i-mate","Smartphone"
"GSM / HSPA","2010. Released 2010","Discontinued","120","67","12.8","NA","Mini-SIM","TFT capacitive touchscreen, 256K colors","4.3","480 x 800","5:3","NA","Android 2.0 (Donut)","NA","NA","NA","microSD","NA","2","Yes","Stereo FM radio","NA","Wi-Fi","1500","No","NA","5 MP, autofocus","Yes","No","i-mobile","i858"
"GSM / HSPA","2010. Released 2010","Discontinued","112","56.5","14.9","NA","Mini-SIM","TFT capacitive touchscreen, 256K colors","3.2","320 x 480","3:2","NA","Android OS","NA","NA","NA","microSD","0.125","2","Yes","Stereo FM radio","NA","Wi-Fi","1500","Yes","NA","5 MP","Yes","No","i-mobile","8500"
"GSM","2010. Released 2010","Discontinued","116","58","14.4","NA","Dual SIM (Mini-SIM)","TFT resistive touchscreen, 256K colors","2.8","240 x 320","4:3","NA","NA","NA","NA","NA","microSD","NA","2","No","Stereo FM radio","NA","No","1200","Yes","NA","5 MP, autofocus, LED flash","176x144@15fps","No","i-mobile","5230"
"GSM","2010. Released 2010","Discontinued","110","59.4","13.4","NA","Dual SIM (Mini-SIM)","TFT, 65K colors","NA","220 x 176","NA","NA","NA","NA","NA","NA","microSD","NA","NA","No","Stereo FM radio","NA","No","1000","No","NA","Yes","No","No","i-mobile","Hitz 2206"
"GSM","2010. Released 2010","Discontinued","116.5","52.5","13","NA","Mini-SIM","TFT, 256K colors","2.4","240 x 320","4:3","NA","NA","NA","NA","NA","microSD","NA","2","No","Stereo FM radio","NA","No","1100","No","NA","5 MP, autofocus, LED flash","Yes","No","i-mobile","5220"
"GSM","2009, October. Released 2009, October","Discontinued","111","56","13","NA","Dual SIM (Mini-SIM)","TFT touchscreen, 256K colors","3","240 x 400","5:3","NA","NA","NA","NA","NA","microSD","NA","1.2","No","FM radio","NA","No","1050","No","NA","8 MP, autofocus, flash","Yes","No","i-mobile","TV658 Touch&Move"
"GSM","2009, October. Released 2009, October","Discontinued","105","46","13.3","80","Dual SIM (Mini-SIM)","TFT, 65K colors","1.77","128 x 160","NA","NA","NA","NA","NA","NA","microSD","NA","NA","No","FM radio","NA","No","750","No","NA","CIF","No","No","i-mobile","Hitz 212"
"GSM","2009, October. Released 2009, October","Discontinued","112","49","12.8","NA","Dual SIM (Mini-SIM)","TFT, 65K colors","1.8","128 x 160","NA","NA","NA","NA","NA","NA","microSD","NA","NA","No","FM radio","NA","No","700","No","NA","CIF","No","No","i-mobile","Hitz 210"
"GSM","2009, July. Released 2009, Q4","Discontinued","110","55","13.4","NA","Dual SIM (Mini-SIM)","TFT touchscreen, 256K colors","3","240 x 320","4:3","NA","NA","NA","NA","NA","microSD","NA","1.2","No","FM radio","NA","No","1000","No","NA","3.15 MP","Yes","No","i-mobile","TV650 Touch"
"GSM","2009, July. Released 2009, Q4","Discontinued","108","52","14","NA","Dual SIM (Mini-SIM)","TFT touchscreen, 256K colors","2.8","240 x 320","4:3","NA","NA","NA","NA","NA","microSD","NA","1.2","No","FM radio","NA","No","1000","No","NA","VGA","Yes","No","i-mobile","TV550 Touch"
"GSM","2009, July. Released 2009, Q4","Discontinued","115","52.5","13","102","Dual SIM (Mini-SIM)","TFT, 256K colors","2.4","240 x 320","4:3","NA","NA","NA","NA","NA","microSD","NA","NA","No","FM radio","NA","No","1100","No","NA","8 MP, autofocus","480p","No","i-mobile","TV 630"
"GSM","2009, July. Released 2009, Q4","Discontinued","113","51","17","109.5","Dual SIM (Mini-SIM)","TFT, 256K colors","2.4","240 x 320","4:3","NA","NA","NA","NA","NA","microSD","NA","NA","No","FM radio","NA","No","950","No","NA","3.15 MP","Yes","No","i-mobile","TV 628"
"GSM","2009, July","Discontinued","114","51.5","14.6","98","Dual SIM (Mini-SIM)","TFT, 256K colors","2.4","240 x 320","4:3","NA","NA","NA","NA","NA","microSD","NA","1.2","No","FM radio","NA","No","1050","No","NA","3.15 MP","Yes","No","i-mobile","TV 620"
"GSM","2009, July. Released 2009, Q4","Discontinued","112","51","13.7","NA","Dual SIM (Mini-SIM)","TFT, 256K colors","2.4","240 x 320","4:3","NA","NA","NA","NA","NA","microSD","NA","1.2","No","FM radio","NA","No","1000","No","NA","VGA","Yes","No","i-mobile","TV 536"
"GSM","2009, July. Released 2009, Q4","Discontinued","113","51","14.5","NA","Dual SIM (Mini-SIM)","TFT, 256K colors","2.4","240 x 320","4:3","NA","NA","NA","NA","NA","microSD","NA","NA","No","FM radio","NA","No","1050","No","NA","3.15 MP","Yes","No","i-mobile","638CG"
"GSM","2009, July. Released 2009, Q4","Discontinued","109.5","47.8","11.1","NA","Mini-SIM","TFT, 65K colors","2","176 x 220","NA","NA","NA","NA","NA","NA","microSD","NA","NA","No","FM radio","NA","No","1050","No","NA","CIF","No","No","i-mobile","Hitz 232CG"
"GSM","2009, January. Released 2009, January","Discontinued","108","48","13.8","90","Dual SIM (Mini-SIM)","TFT, 256K colors","2.2","240 x 320","4:3","NA","NA","NA","NA","NA","microSD","NA","1.2","No","FM radio","NA","No","NA","No","NA","1.3 MP","Yes","No","i-mobile","TV 535"
"GSM","2008, October. Released 2008, October","Discontinued","109","46","15.2","90","Mini-SIM","TFT, 256K colors","2","240 x 320","4:3","NA","NA","NA","NA","NA","microSD","NA","1.2","No","FM radio","NA","No","NA","No","NA","3.15 MP (Casio-Hitachi module), autofocus, LED flash","Yes","No","i-mobile","627"
"GSM","2009, January. Released 2009, January","Discontinued","112.7","50","14.5","105","Dual SIM (Mini-SIM, dual stand-by)","TFT, 256K colors","2.4","240 x 320","4:3","NA","NA","NA","NA","NA","microSD","NA","1.2","No","FM radio","NA","No","NA","No","NA","VGA","Yes","No","i-mobile","TV 533"
"GSM","2008, September. Released 2008, October","Discontinued","112","50","16.4","105","Mini-SIM","TFT, 256K colors","2.4","240 x 320","4:3","NA","NA","NA","NA","NA","microSD","NA","1.2","No","No","NA","No","NA","No","NA","VGA","Yes","No","i-mobile","TV 530"
"GSM","2008, October. Released 2008, October","Discontinued","110","49","14.5","98","Mini-SIM","TFT, 256K colors","2.2","240 x 320","4:3","NA","NA","NA","NA","NA","microSD","NA","1.2","No","FM radio","NA","No","1000","No","NA","VGA","Yes","No","i-mobile","TV 523"
"GSM","2008, October. Released 2008, October","Discontinued","111","49","14.5","93.6","Dual SIM (Mini-SIM)","TFT, 256K colors","2.2","240 x 320","4:3","NA","NA","NA","NA","NA","microSD","NA","1.2","No","FM radio","NA","No","NA","No","NA","VGA","No","No","i-mobile","522"
"GSM","2008, October. Released 2008, December","Discontinued","112","49","12.8","95","Mini-SIM","TFT, 256K colors","2.2","240 x 320","4:3","NA","NA","NA","NA","NA","microSD","NA","NA","No","FM radio","NA","No","NA","No","NA","VGA","Yes","No","i-mobile","320"
"GSM","2008, September. Released 2008, September","Discontinued","96","44","13.9","80","Mini-SIM","TFT, 256K colors","1.67","128 x 160","NA","NA","NA","NA","NA","NA","microSD","NA","1.2","No","FM radio","NA","No","NA","No","NA","VGA, autofocus, LED flash","Yes","No","i-mobile","319"
"GSM","2008, July. Released 2008","Discontinued","113.9","50","15.5","90","Mini-SIM","TFT, 256K colors","2.4","240 x 320","4:3","NA","NA","NA","NA","NA","microSD","NA","1.2","No","FM radio","NA","No","1000","No","NA","3.15 MP (Casio-Hitachi module), autofocus, LED flash","Yes","No","i-mobile","TV 626"
"GSM","2007, October","Discontinued","102","48","17.5","94","Mini-SIM","TFT, 16M","2","240 x 320","4:3","NA","NA","NA","NA","NA","microSD","NA","2","No","Stereo FM radio","NA","No","1100","No","NA","5 MP, LED flash","480p","No","i-mobile","902"
"GSM","2008, May. Released 2008, May","Discontinued","105","47","13","90","Mini-SIM","TFT, 256K colors","2","240 x 320","4:3","NA","NA","NA","NA","NA","microSD","NA","2","No","FM radio","NA","No","NA","No","NA","3.15 MP (Casio-Hitachi module), autofocus, LED flash","Yes","No","i-mobile","625"
"GSM","2007, May. Released 2007, May","Discontinued","106","47","17","88","Mini-SIM","TFT, 256K colors","2","240 x 320","4:3","NA","NA","NA","NA","NA","microSD","NA","2","No","FM radio","NA","No","850","No","NA","2 MP","Yes","No","i-mobile","903"
"GSM","2007, December. Released 2007, December","Discontinued","113","50","18","74.5","Mini-SIM","TFT, 256K colors","2.2","240 x 320","4:3","NA","NA","NA","NA","NA","microSD","NA","1.2","No","FM radio","NA","No","1000","No","NA","3.15 MP, autofocus","Yes","No","i-mobile","613"
"GSM","2007, December. Released 2007, December","Discontinued","104","46","12.4","80","Mini-SIM","TFT, 256K colors","1.76","176 x 220","NA","NA","NA","NA","NA","NA","microSD","NA","2","No","FM radio","NA","No","NA","No","NA","1.3 MP","Yes","No","i-mobile","520"
"GSM","2007, December. Released 2007, December","Discontinued","105.5","49","16.5","101","Mini-SIM","TFT, 256K colors","2","240 x 320","4:3","NA","NA","NA","NA","NA","microSD","NA","2","No","FM radio","NA","No","1000","No","NA","2 MP","Yes","No","i-mobile","518"
"GSM","2006, April. Released 2006, April","Discontinued","99","44","15","75","Mini-SIM","TFT, 256K colors","NA","128 x 160","NA","NA","NA","NA","NA","NA","microSD","NA","NA","No","FM radio","NA","No","720","No","NA","VGA","Yes","No","i-mobile","510"
"GSM","2008, March. Released 2008, March","Discontinued","107","45","14.8","85.9","Mini-SIM","TFT, 256K colors","1.8","176 x 220","NA","NA","NA","NA","NA","NA","microSD","NA","1.2","No","FM radio","NA","No","NA","No","NA","VGA","Yes","No","i-mobile","318"
"GSM","2007, November. Released 2007, November","Discontinued","98","46.3","15.1","80","Mini-SIM","TFT, 256K colors","1.5","128 x 128","1:1","NA","NA","NA","NA","NA","microSD","NA","NA","No","FM radio","NA","No","720","No","NA","VGA","No","No","i-mobile","315"
"GSM","2008, November. Released 2008, December","Discontinued","105","44","14.5","95","Mini-SIM","CSTN, 65K colors","1.8","128 x 160","NA","NA","NA","NA","NA","NA","microSD","NA","NA","No","FM radio","NA","No","750","No","NA","VGA","No","No","i-mobile","202"
"GSM","2008, May. Released 2008, May","Discontinued","106","45","15.5","73","Mini-SIM","CSTN, 65K colors","1.5","128 x 128","1:1","NA","NA","NA","NA","NA","microSD","NA","NA","No","FM radio","NA","No","NA","No","NA","VGA","Yes","No","i-mobile","201"
"GSM","2008, May. Released 2008, May","Discontinued","103","45","14.4","69.6","Mini-SIM","CSTN, 65K colors","1.5","128 x 128","1:1","NA","NA","NA","NA","NA","No","NA","NA","No","No","NA","No","680","No","NA","NA","NA","NA","i-mobile","101"
"GSM / HSPA / LTE","2017, July","Available. Released 2017, July","188","108","10","320","Yes","IPS LCD capacitive touchscreen, 16M colors","7","600 x 1024","16:9","NA","Android 5.1 (Lollipop)","Mediatek MT8735","Quad-core 1.3 GHz","NA","microSD","NA","4","Yes","FM radio","NA","Wi-Fi","2800","Yes","NA","5 MP, autofocus, LED flash","Yes","VGA","Icemobile","G8 LTE"
"GSM","2016, March","Available. Released 2016, March","110","64","13.5","NA","Dual SIM","TFT","2.2","320 x 240","4:3","NA","NA","Spreadtrum 6531DA","NA","NA","microSD","0.03125","NA","No","FM radio","NA","No","800","Yes","NA","VGA","No","No","Icemobile","Mash"
"GSM / HSPA","2015, September","Available. Released 2015, September","190","110","13","320","Yes","IPS LCD capacitive touchscreen, 16M colors","7","600 x 1024","16:9","NA","Android 4.4.2 (KitKat)","Mediatek MT6572","Dual-core 1.0 GHz Cortex-A7","Mali-400","microSD","NA","2.1","Yes","FM radio","NA","Yes","2600","Yes","NA","5 MP, autofocus, LED flash","Yes","VGA","Icemobile","G8"
"GSM / HSPA","2015, February","Available. Released 2015, February","NA","NA","NA","NA","Dual SIM","IPS LCD capacitive touchscreen","5","720 x 1280","16:9","NA","Android 4.4.2 (KitKat)","Mediatek MT6582","Quad-core 1.3 GHz Cortex-A7","Mali-400MP2","microSD","1","NA","Yes","FM radio","NA","Yes","2000","Yes","NA","8 MP, autofocus, LED flash","Yes","2 MP","Icemobile","Prime 5.0 Plus"
"GSM / HSPA","2015, February","Available. Released 2015, February","142","72.3","8.7","NA","Dual SIM","IPS LCD capacitive touchscreen","5","480 x 854","16:9","NA","Android 4.4.2 (KitKat)","Mediatek MT6572A","Dual-core 1.3 GHz Cortex-A7","Mali-400","microSD","0.5","NA","Yes","FM radio","NA","Yes","1600","Yes","NA","5 MP, LED flash","Yes","1.3 MP","Icemobile","Prime 5.0"
"GSM / HSPA","2015, February","Available. Released 2015, February","125","64","10","NA","Dual SIM","IPS LCD capacitive touchscreen","NA","480 x 800","5:3","NA","Android 4.4.2 (KitKat)","Mediatek MT6572","Dual-core 1.3 GHz Cortex-A7","Mali-400","microSD","0.5","NA","Yes","FM radio","NA","Yes","1400","Yes","NA","2 MP, LED flash","Yes","VGA","Icemobile","Prime 4.0 Plus"
"GSM / HSPA","2014","Available. Released 2014, November","140.4","75.8","16.3","316","Yes","IPS LCD capacitive touchscreen","4.02","480 x 854","16:9","IP68","Android 4.4.2 (KitKat)","Mediatek MT6582","Quad-core 1.2 GHz Cortex-A7","Mali-400MP2","microSD","1","4","Yes","FM radio","NA","Yes","2800","Yes","NA","8 MP, autofocus, LED flash","Yes","1.3 MP","Icemobile","Gravity 4.0"
"GSM","2014","Available. Released 2014","120","50","13.8","60","Dual SIM (Mini-SIM)","TFT","2.4","176 x 220","NA","NA","NA","NA","NA","NA","microSD","NA","NA","No","FM radio","NA","No","1000","No","NA","VGA","Yes","No","Icemobile","Rock 2.4"
"GSM / HSPA","2014, August. Released 2014, August","Discontinued","152.5","77","8.6","NA","Dual SIM","IPS LCD capacitive touchscreen","5.46","720 x 1280","16:9","NA","Android 4.4.2 (KitKat)","Mediatek MT6582A/W","Quad-core 1.3 GHz Cortex-A7","Mali-400MP2","microSD","1","NA","","FM radio","NA","Yes","2250","Yes","NA","8 MP, LED flash","Yes","2 MP","Icemobile","Prime 5.5"
"GSM / HSPA","2014, July","Available. Released 2014, July","119.5","63.5","10.9","NA","Dual SIM","TFT capacitive touchscreen","3.5","320 x 480","3:2","NA","Android 4.2.2 (Jelly Bean)","Mediatek MT6572M","Dual-core 1.2 GHz Cortex-A7","Mali-400","microSD","0.5","2","Yes","No","NA","Wi-Fi","1200","Yes","NA","2 MP, LED flash","480p@30fps","VGA","Icemobile","Prime 3.5"
"GSM / HSPA","2014, May","Available. Released 2014, May","124","66","9.3","NA","Dual SIM (Mini-SIM)","IPS LCD capacitive touchscreen","3.97","480 x 800","5:3","NA","Android 4.2.2 (Jelly Bean)","Mediatek MT6572M/W","Dual-core Cortex-A7","Mali-400","microSD","0.5","NA","Yes","FM radio","NA","Yes","1550","Yes","NA","2 MP, LED flash","Yes","VGA","Icemobile","Prime 4.0"
"GSM / HSPA","2014, February","Available. Released 2014, February","110.5","64.5","12.4","100","Dual SIM (Mini-SIM)","TFT capacitive touchscreen","3.5","320 x 480","3:2","NA","Android 4.0 (Ice Cream Sandwich)","NA","1.0 GHz Cortex-A9","NA","microSD","0.5","2.1","A-GPS only","FM radio","NA","Wi-Fi","1200","Yes","NA","2 MP, LED flash","Yes","VGA","Icemobile","Apollo Touch 3G"
"GSM / HSPA","2014, February","Available. Released 2014, February","110.5","64.5","12.4","100","Dual SIM (Mini-SIM)","TFT capacitive touchscreen","2.6","480 x 320","3:2","NA","Android 4.2.2 (Jelly Bean)","NA","1.0 GHz Cortex-A9","NA","microSD","0.5","NA","A-GPS only","FM radio","NA","Yes","1200","Yes","NA","2 MP, LED flash","Yes","VGA","Icemobile","Apollo 3G"
"GSM / HSPA","2014","Available. Released 2014","197.6","122.3","10.7","307","Yes","IPS LCD capacitive touchscreen, 16M colors","7","600 x 1024","16:9","NA","Android 4.2.2 (Jelly Bean)","Mediatek MT6572W","Dual-core 1.2 GHz Cortex-A7","Mali-400","microSD","0.5","4","No","No","NA","Wi-Fi","2800","Yes","NA","2 MP","Yes","VGA","Icemobile","G7 Pro"
"No cellular connectivity","2014","Available. Released 2014","194","117","10","300","No","TFT capacitive touchscreen, 16M colors","7","600 x 1024","16:9","NA","Android 4.2.2 (Jelly Bean)","NA","Dual-core 1.0 GHz Cotex-A7","NA","microSD","0.5","3","No","No","NA","Wi-Fi","2800","Yes","NA","1.3 MP, LED flash","Yes","VGA","Icemobile","G3"
